Slice	Count	Total Area	Average Size	%Area	Mean	Mode	IntDen
20180726173820-5955-R03-C03	4	1639	409.750	0.156	255	255	104486.250
20180726173820-5956-R03-C03	9	3557	395.222	0.339	255	255	100781.667
20180726173820-5957-R03-C03	4	1345	336.250	0.128	255	255	85743.750
20180726173820-5958-R03-C03	9	4143	460.333	0.395	255	255	117385.000
20180727121521-15730-R03-C03	7	2958	422.571	0.282	255	255	107755.714
20180727121521-15731-R03-C03	6	1981	330.167	0.189	255	255	84192.500
20180727121521-15732-R03-C03	14	5064	361.714	0.483	255	255	92237.143
20180727121521-15733-R03-C03	8	2915	364.375	0.278	255	255	92915.625
20180727121521-15734-R03-C03	8	2676	334.500	0.255	255	255	85297.500
20180727121521-15735-R03-C03	4	1887	471.750	0.180	255	255	120296.250
20180727121521-15736-R03-C03	2	804	402.000	0.077	255	255	102510.000
20180727121521-15737-R03-C03	1	397	397.000	0.038	255	255	101235.000
20180727121521-15738-R03-C03	3	988	329.333	0.094	255	255	83980.000
20180727173536-250-R03-C03	8	2821	352.625	0.269	255	255	89919.375
20180727173536-251-R03-C03	9	2648	294.222	0.253	255	255	75026.667
20180727173536-252-R03-C03	12	4108	342.333	0.392	255	255	87295.000
20180727173536-253-R03-C03	6	2249	374.833	0.214	255	255	95582.500
20180727173536-254-R03-C03	5	2137	427.400	0.204	255	255	108987.000
20180727173536-255-R03-C03	3	1436	478.667	0.137	255	255	122060.000
20180727173536-256-R03-C03	5	1446	289.200	0.138	255	255	73746.000
20180727173536-257-R03-C03	1	424	424.000	0.040	255	255	108120.000
20180727173536-258-R03-C03	1	244	244.000	0.023	255	255	62220.000
20180728165149-17590-R03-C03	5	1464	292.800	0.140	255	255	74664.000
20180728165149-17591-R03-C03	7	1786	255.143	0.170	255	255	65061.429
20180728165149-17592-R03-C03	14	3200	228.571	0.305	255	255	58285.714
20180728165149-17593-R03-C03	6	1768	294.667	0.169	255	255	75140.000
20180728165149-17594-R03-C03	6	1725	287.500	0.165	255	255	73312.500
20180728165149-17595-R03-C03	2	978	489.000	0.093	255	255	124695.000
20180728165149-17596-R03-C03	3	1255	418.333	0.120	255	255	106675.000
20180728165149-17597-R03-C03	2	457	228.500	0.044	255	255	58267.500
20180728165149-17598-R03-C03	5	1102	220.400	0.105	255	255	56202.000
20180729131702-3250-R03-C03	6	1712	285.333	0.163	255	255	72760.000
20180729131702-3251-R03-C03	9	1738	193.111	0.166	255	255	49243.333
20180729131702-3252-R03-C03	16	4938	308.625	0.471	255	255	78699.375
20180729131702-3253-R03-C03	7	2294	327.714	0.219	255	255	83567.143
20180729131702-3254-R03-C03	3	801	267.000	0.076	255	255	68085.000
20180729131702-3255-R03-C03	4	1456	364.000	0.139	255	255	92820.000
20180729131702-3256-R03-C03	4	1482	370.500	0.141	255	255	94477.500
20180729131702-3257-R03-C03	5	637	127.400	0.061	255	255	32487.000
20180729131702-3258-R03-C03	5	1213	242.600	0.116	255	255	61863.000
20180723111937-7105-R03-C04	66	37242	564.273	3.552	255	255	143889.545
20180723111937-7106-R03-C04	51	31561	618.843	3.010	255	255	157805.000
20180723111937-7107-R03-C04	63	35558	564.413	3.391	255	255	143925.238
20180723111937-7108-R03-C04	71	38115	536.831	3.635	255	255	136891.901
20180723111937-7109-R03-C04	55	29803	541.873	2.842	255	255	138177.545
20180723111937-7110-R03-C04	62	32480	523.871	3.098	255	255	133587.097
20180723111937-7111-R03-C04	30	18776	625.867	1.791	255	255	159596.000
20180723111937-7112-R03-C04	55	30356	551.927	2.895	254.987	255	140736.818
20180723111937-7113-R03-C04	71	35733	503.282	3.408	255	255	128336.831
20180723170240-1825-R03-C04	65	32291	496.785	3.080	255	255	126680.077
20180723170240-1826-R03-C04	56	30010	535.893	2.862	255	255	136652.679
20180723170240-1827-R03-C04	70	31005	442.929	2.957	255	255	112946.786
20180723170240-1828-R03-C04	68	31057	456.721	2.962	255	255	116463.750
20180723170240-1829-R03-C04	56	26857	479.589	2.561	255	255	122295.268
20180723170240-1830-R03-C04	61	28021	459.361	2.672	255	255	117136.967
20180723170240-1831-R03-C04	30	13354	445.133	1.274	255	255	113509.000
20180723170240-1832-R03-C04	60	29642	494.033	2.827	255	255	125978.500
20180723170240-1833-R03-C04	68	31722	466.500	3.025	255	255	118957.500
20180724111727-7105-R03-C04	70	32732	467.600	3.122	255	255	119238.000
20180724111727-7106-R03-C04	63	29985	475.952	2.860	255	255	121367.857
20180724111727-7107-R03-C04	70	34580	494.000	3.298	255	255	125970.000
20180724111727-7108-R03-C04	62	28410	458.226	2.709	255	255	116847.581
20180724111727-7109-R03-C04	62	27620	445.484	2.634	255	255	113598.387
20180724111727-7110-R03-C04	57	27066	474.842	2.581	255	255	121084.737
20180724111727-7111-R03-C04	24	11889	495.375	1.134	255	255	126320.625
20180724111727-7112-R03-C04	60	25729	428.817	2.454	255	255	109348.250
20180724111727-7113-R03-C04	69	30293	439.029	2.889	255	255	111952.391
20180724170127-13105-R03-C04	71	31769	447.451	3.030	255	255	114099.930
20180724170127-13106-R03-C04	55	25107	456.491	2.394	255	255	116405.182
20180724170127-13107-R03-C04	63	30483	483.857	2.907	255	255	123383.571
20180724170127-13108-R03-C04	63	27155	431.032	2.590	255	255	109913.095
20180724170127-13109-R03-C04	57	24210	424.737	2.309	255	255	108307.895
20180724170127-13110-R03-C04	49	24678	503.633	2.353	255	255	128426.327
20180724170127-13111-R03-C04	25	12361	494.440	1.179	255	255	126082.200
20180724170127-13112-R03-C04	54	24404	451.926	2.327	255	255	115241.111
20180724170127-13113-R03-C04	66	28403	430.348	2.709	255	255	109738.864
20180725093217-3325-R03-C04	54	23328	432.000	2.225	255	255	110160.000
20180725093217-3326-R03-C04	41	20641	503.439	1.968	255	255	128376.951
20180725093217-3327-R03-C04	50	27014	540.280	2.576	255	255	137771.400
20180725093217-3328-R03-C04	53	20304	383.094	1.936	255	255	97689.057
20180725093217-3329-R03-C04	50	21260	425.200	2.028	255	255	108426.000
20180725093217-3330-R03-C04	48	23489	489.354	2.240	255	255	124785.312
20180725093217-3331-R03-C04	20	10241	512.050	0.977	255	255	130572.750
20180725093217-3332-R03-C04	40	17756	443.900	1.693	255	255	113194.500
20180725093217-3333-R03-C04	60	27414	456.900	2.614	255	255	116509.500
20180725162820-13105-R03-C04	50	22555	451.100	2.151	255	255	115030.500
20180725162820-13106-R03-C04	50	22619	452.380	2.157	254.985	255	115351.800
20180725162820-13107-R03-C04	47	23336	496.511	2.225	255	255	126610.213
20180725162820-13108-R03-C04	49	17897	365.245	1.707	255	255	93137.449
20180725162820-13109-R03-C04	46	20344	442.261	1.940	255	255	112776.522
20180725162820-13110-R03-C04	47	21111	449.170	2.013	255	255	114538.404
20180725162820-13111-R03-C04	17	8027	472.176	0.766	255	255	120405.000
20180725162820-13112-R03-C04	34	14995	441.029	1.430	255	255	112462.500
20180725162820-13113-R03-C04	51	23958	469.765	2.285	255	255	119790.000
20180726093120-3325-R03-C04	45	21040	467.556	2.007	255	255	119226.667
20180726093120-3326-R03-C04	31	16417	529.581	1.566	255	255	135043.065
20180726093120-3327-R03-C04	36	21053	584.806	2.008	255	255	149125.417
20180726093120-3328-R03-C04	34	13694	402.765	1.306	255	255	102705.000
20180726093120-3329-R03-C04	37	16237	438.838	1.548	255	255	111903.649
20180726093120-3330-R03-C04	27	12902	477.852	1.230	255	255	121852.222
20180726093120-3331-R03-C04	13	6649	511.462	0.634	255	255	130422.692
20180726093120-3332-R03-C04	29	15888	547.862	1.515	255	255	139704.828
20180726093120-3333-R03-C04	32	16427	513.344	1.567	255	255	130902.656
20180726103846-9325-R03-C04	23	15390	669.130	1.468	255	255	170628.261
20180726103846-9326-R03-C04	16	9623	601.438	0.918	255	255	153366.562
20180726103846-9327-R03-C04	16	10471	654.438	0.999	255	255	166881.562
20180726103846-9328-R03-C04	16	8229	514.312	0.785	255	255	131149.688
20180726103846-9329-R03-C04	15	10126	675.067	0.966	255	255	172142.000
20180726103846-9330-R03-C04	14	8447	603.357	0.806	255	255	153856.071
20180726103846-9331-R03-C04	5	3871	774.200	0.369	255	255	197421.000
20180726103846-9332-R03-C04	14	9308	664.857	0.888	255	255	169538.571
20180726103846-9333-R03-C04	27	19194	710.889	1.830	255	255	181276.667
20180726173820-6025-R03-C04	27	16776	621.333	1.600	255	255	158440.000
20180726173820-6026-R03-C04	22	12984	590.182	1.238	255	255	150496.364
20180726173820-6027-R03-C04	23	10103	439.261	0.963	255	255	112011.522
20180726173820-6028-R03-C04	15	7778	518.533	0.742	255	255	132226.000
20180726173820-6029-R03-C04	19	13785	725.526	1.315	255	255	185009.211
20180726173820-6030-R03-C04	17	9463	556.647	0.902	255	255	141945.000
20180726173820-6031-R03-C04	6	2884	480.667	0.275	255	255	122570.000
20180726173820-6032-R03-C04	14	9078	648.429	0.866	255	255	165349.286
20180726173820-6033-R03-C04	29	14478	499.241	1.381	254.982	255	127288.966
20180727121521-15805-R03-C04	27	13250	490.741	1.264	255	255	125138.889
20180727121521-15806-R03-C04	23	10644	462.783	1.015	255	255	118009.565
20180727121521-15807-R03-C04	23	10409	452.565	0.993	255	255	115404.130
20180727121521-15808-R03-C04	14	7460	532.857	0.711	255	255	135878.571
20180727121521-15809-R03-C04	17	8202	482.471	0.782	254.979	255	123015.000
20180727121521-15810-R03-C04	14	7681	548.643	0.733	255	255	139903.929
20180727121521-15811-R03-C04	6	2266	377.667	0.216	255	255	96305.000
20180727121521-15812-R03-C04	17	7493	440.765	0.715	255	255	112395.000
20180727121521-15813-R03-C04	27	13723	508.259	1.309	255	255	129606.111
20180727173536-325-R03-C04	25	11380	455.200	1.085	255	255	116076.000
20180727173536-326-R03-C04	25	11606	464.240	1.107	254.905	255	118360.800
20180727173536-327-R03-C04	19	8454	444.947	0.806	255	255	113461.579
20180727173536-328-R03-C04	15	6921	461.400	0.660	255	255	117657.000
20180727173536-329-R03-C04	14	5850	417.857	0.558	255	255	106553.571
20180727173536-330-R03-C04	13	6331	487.000	0.604	255	255	124185.000
20180727173536-331-R03-C04	3	950	316.667	0.091	255	255	80750.000
20180727173536-332-R03-C04	14	6941	495.786	0.662	255	255	126425.357
20180727173536-333-R03-C04	24	11410	475.417	1.088	255	255	121231.250
20180728165149-17665-R03-C04	13	4169	320.692	0.398	255	255	81776.538
20180728165149-17666-R03-C04	19	7785	409.737	0.742	255	255	104482.895
20180728165149-17667-R03-C04	19	5789	304.684	0.552	255	255	77694.474
20180728165149-17668-R03-C04	8	2880	360.000	0.275	255	255	91800.000
20180728165149-17669-R03-C04	11	4590	417.273	0.438	255	255	106404.545
20180728165149-17670-R03-C04	7	1782	254.571	0.170	255	255	64915.714
20180728165149-17671-R03-C04	3	982	327.333	0.094	255	255	83470.000
20180728165149-17672-R03-C04	7	2860	408.571	0.273	255	255	104185.714
20180728165149-17673-R03-C04	14	6695	478.214	0.638	255	255	121944.643
20180729131702-3325-R03-C04	22	6484	294.727	0.618	255	255	75155.455
20180729131702-3326-R03-C04	21	7036	335.048	0.671	255	255	85437.143
20180729131702-3327-R03-C04	22	7108	323.091	0.678	255	255	82388.182
20180729131702-3328-R03-C04	13	2490	191.538	0.237	255	255	48842.308
20180729131702-3329-R03-C04	13	4867	374.385	0.464	255	255	95468.077
20180729131702-3330-R03-C04	12	3322	276.833	0.317	255	255	70592.500
20180729131702-3331-R03-C04	5	1680	336.000	0.160	255	255	85680.000
20180729131702-3332-R03-C04	13	3786	291.231	0.361	255	255	74263.846
20180729131702-3333-R03-C04	14	5611	400.786	0.535	255	255	102200.357
20180723111937-7330-R03-C05	47	26629	566.574	2.540	255	255	144476.489
20180723111937-7331-R03-C05	46	26265	570.978	2.505	255	255	145599.457
20180723111937-7332-R03-C05	51	29086	570.314	2.774	255	255	145430.000
20180723111937-7333-R03-C05	47	22991	489.170	2.193	255	255	124738.404
20180723111937-7334-R03-C05	42	21770	518.333	2.076	255	255	132175.000
20180723111937-7335-R03-C05	37	19429	525.108	1.853	255	255	133902.568
20180723111937-7336-R03-C05	49	27503	561.286	2.623	255	255	143127.857
20180723111937-7337-R03-C05	50	27169	543.380	2.591	255	255	138561.900
20180723111937-7338-R03-C05	30	13908	463.600	1.326	255	255	118218.000
20180723170240-2050-R03-C05	47	25173	535.596	2.401	255	255	136576.915
20180723170240-2051-R03-C05	54	27481	508.907	2.621	255	255	129771.389
20180723170240-2052-R03-C05	52	24805	477.019	2.366	255	255	121639.904
20180723170240-2053-R03-C05	54	23407	433.463	2.232	255	255	110533.056
20180723170240-2054-R03-C05	52	23831	458.288	2.273	255	255	116863.558
20180723170240-2055-R03-C05	45	18978	421.733	1.810	255	255	107542.000
20180723170240-2056-R03-C05	56	27265	486.875	2.600	255	255	124153.125
20180723170240-2057-R03-C05	54	26232	485.778	2.502	255	255	123873.333
20180723170240-2058-R03-C05	42	19164	456.286	1.828	255	255	116352.857
20180724111727-7330-R03-C05	54	25154	465.815	2.399	255	255	118782.778
20180724111727-7331-R03-C05	66	30617	463.894	2.920	255	255	118292.955
20180724111727-7332-R03-C05	49	24422	498.408	2.329	255	255	127094.082
20180724111727-7333-R03-C05	62	25153	405.694	2.399	255	255	103451.855
20180724111727-7334-R03-C05	47	20289	431.681	1.935	255	255	110078.617
20180724111727-7335-R03-C05	41	18089	441.195	1.725	255	255	112504.756
20180724111727-7336-R03-C05	48	25539	532.062	2.436	255	255	135675.938
20180724111727-7337-R03-C05	54	23240	430.370	2.216	255	255	109744.444
20180724111727-7338-R03-C05	39	23236	595.795	2.216	255	255	151927.692
20180724170127-13330-R03-C05	52	23492	451.769	2.240	255	255	115201.154
20180724170127-13331-R03-C05	61	27366	448.623	2.610	255	255	114398.852
20180724170127-13332-R03-C05	44	23477	533.568	2.239	255	255	136059.886
20180724170127-13333-R03-C05	56	25171	449.482	2.400	255	255	114617.946
20180724170127-13334-R03-C05	51	20866	409.137	1.990	255	255	104330.000
20180724170127-13335-R03-C05	43	16896	392.930	1.611	255	255	100197.209
20180724170127-13336-R03-C05	52	26323	506.212	2.510	255	255	129083.942
20180724170127-13337-R03-C05	62	28324	456.839	2.701	255	255	116493.871
20180724170127-13338-R03-C05	47	23013	489.638	2.195	255	255	124857.766
20180725093217-3550-R03-C05	52	18447	354.750	1.759	255	255	90461.250
20180725093217-3551-R03-C05	64	27449	428.891	2.618	255	255	109367.109
20180725093217-3552-R03-C05	38	17407	458.079	1.660	255	255	116810.132
20180725093217-3553-R03-C05	51	20123	394.569	1.919	255	255	100615.000
20180725093217-3554-R03-C05	44	18503	420.523	1.765	255	255	107233.295
20180725093217-3555-R03-C05	31	14679	473.516	1.400	255	255	120746.613
20180725093217-3556-R03-C05	50	18698	373.960	1.783	255	255	95359.800
20180725093217-3557-R03-C05	52	23380	449.615	2.230	255	255	114651.923
20180725093217-3558-R03-C05	44	20940	475.909	1.997	255	255	121356.818
20180725162820-13330-R03-C05	40	16668	416.700	1.590	255	255	106258.500
20180725162820-13331-R03-C05	51	24518	480.745	2.338	255	255	122590.000
20180725162820-13332-R03-C05	34	15767	463.735	1.504	255	255	118252.500
20180725162820-13333-R03-C05	44	19503	443.250	1.860	255	255	113028.750
20180725162820-13334-R03-C05	34	16817	494.618	1.604	255	255	126127.500
20180725162820-13335-R03-C05	26	13185	507.115	1.257	255	255	129314.423
20180725162820-13336-R03-C05	42	17465	415.833	1.666	255	255	106037.500
20180725162820-13337-R03-C05	45	22437	498.600	2.140	255	255	127143.000
20180725162820-13338-R03-C05	44	21407	486.523	2.042	254.985	255	124051.705
20180726093120-3550-R03-C05	17	8273	486.647	0.789	255	255	124095.000
20180726093120-3551-R03-C05	49	23075	470.918	2.201	255	255	120084.184
20180726093120-3552-R03-C05	27	13303	492.704	1.269	255	255	125639.444
20180726093120-3553-R03-C05	42	15289	364.024	1.458	255	255	92826.071
20180726093120-3554-R03-C05	27	14865	550.556	1.418	255	255	140391.667
20180726093120-3555-R03-C05	18	8259	458.833	0.788	255	255	117002.500
20180726093120-3556-R03-C05	26	14188	545.692	1.353	255	255	139151.538
20180726093120-3557-R03-C05	32	16531	516.594	1.577	255	255	131731.406
20180726093120-3558-R03-C05	41	19355	472.073	1.846	255	255	120378.659
20180726103846-9550-R03-C05	5	3038	607.600	0.290	255	255	154938.000
20180726103846-9551-R03-C05	13	7561	581.615	0.721	255	255	148311.923
20180726103846-9552-R03-C05	7	3180	454.286	0.303	255	255	115842.857
20180726103846-9553-R03-C05	16	9124	570.250	0.870	255	255	145413.750
20180726103846-9554-R03-C05	17	11338	666.941	1.081	255	255	170070.000
20180726103846-9555-R03-C05	10	5686	568.600	0.542	255	255	144993.000
20180726103846-9556-R03-C05	20	12937	646.850	1.234	255	255	164946.750
20180726103846-9557-R03-C05	15	9097	606.467	0.868	255	255	154649.000
20180726103846-9558-R03-C05	23	10700	465.217	1.020	255	255	118630.435
20180726173820-6250-R03-C05	3	1470	490.000	0.140	255	255	124950.000
20180726173820-6251-R03-C05	16	6914	432.125	0.659	255	255	110191.875
20180726173820-6252-R03-C05	12	4895	407.917	0.467	255	255	104018.750
20180726173820-6253-R03-C05	22	12944	588.364	1.234	255	255	150032.727
20180726173820-6254-R03-C05	18	8804	489.111	0.840	255	255	124723.333
20180726173820-6255-R03-C05	15	7617	507.800	0.726	255	255	129489.000
20180726173820-6256-R03-C05	27	14433	534.556	1.376	255	255	136311.667
20180726173820-6257-R03-C05	23	11113	483.174	1.060	255	255	123209.348
20180726173820-6258-R03-C05	28	13171	470.393	1.256	255	255	119950.179
20180727121521-16030-R03-C05	8	2920	365.000	0.278	255	255	93075.000
20180727121521-16031-R03-C05	16	6962	435.125	0.664	255	255	110956.875
20180727121521-16032-R03-C05	11	4865	442.273	0.464	255	255	112779.545
20180727121521-16033-R03-C05	16	6933	433.312	0.661	255	255	110494.688
20180727121521-16034-R03-C05	20	7393	369.650	0.705	255	255	94260.750
20180727121521-16035-R03-C05	14	6320	451.429	0.603	255	255	115114.286
20180727121521-16036-R03-C05	20	9899	494.950	0.944	255	255	126212.250
20180727121521-16037-R03-C05	17	7121	418.882	0.679	255	255	106815.000
20180727121521-16038-R03-C05	22	12461	566.409	1.188	255	255	144434.318
20180727173536-550-R03-C05	7	2609	372.714	0.249	255	255	95042.143
20180727173536-551-R03-C05	15	7219	481.267	0.688	255	255	122723.000
20180727173536-552-R03-C05	9	5362	595.778	0.511	255	255	151923.333
20180727173536-553-R03-C05	22	8585	390.227	0.819	255	255	99507.955
20180727173536-554-R03-C05	17	6553	385.471	0.625	255	255	98295.000
20180727173536-555-R03-C05	12	5994	499.500	0.572	255	255	127372.500
20180727173536-556-R03-C05	19	9375	493.421	0.894	255	255	125822.368
20180727173536-557-R03-C05	12	6403	533.583	0.611	255	255	136063.750
20180727173536-558-R03-C05	22	11939	542.682	1.139	255	255	138383.864
20180728165149-17890-R03-C05	2	988	494.000	0.094	255	255	125970.000
20180728165149-17891-R03-C05	14	7106	507.571	0.678	255	255	129430.714
20180728165149-17892-R03-C05	14	7168	512.000	0.684	255	255	130560.000
20180728165149-17893-R03-C05	20	9664	483.200	0.922	255	255	123216.000
20180728165149-17894-R03-C05	9	3378	375.333	0.322	255	255	95710.000
20180728165149-17895-R03-C05	7	2825	403.571	0.269	255	255	102910.714
20180728165149-17896-R03-C05	15	6785	452.333	0.647	255	255	115345.000
20180728165149-17897-R03-C05	10	3966	396.600	0.378	255	255	101133.000
20180728165149-17898-R03-C05	23	11060	480.870	1.055	254.984	255	122610.652
20180729131702-3550-R03-C05	4	1056	264.000	0.101	255	255	67320.000
20180729131702-3551-R03-C05	16	7496	468.500	0.715	255	255	119467.500
20180729131702-3552-R03-C05	9	4235	470.556	0.404	255	255	119991.667
20180729131702-3553-R03-C05	16	8567	535.438	0.817	255	255	136536.562
20180729131702-3554-R03-C05	6	2510	418.333	0.239	255	255	106675.000
20180729131702-3555-R03-C05	7	3563	509.000	0.340	255	255	129795.000
20180729131702-3556-R03-C05	11	4405	400.455	0.420	255	255	102115.909
20180729131702-3557-R03-C05	2	1118	559.000	0.107	255	255	142545.000
20180729131702-3558-R03-C05	13	6179	475.308	0.589	255	255	121203.462
20180723111937-7405-R03-C06	44	26031	591.614	2.483	255	255	150861.477
20180723111937-7406-R03-C06	24	14415	600.625	1.375	255	255	153159.375
20180723111937-7407-R03-C06	36	20802	577.833	1.984	255	255	147347.500
20180723111937-7408-R03-C06	37	22227	600.730	2.120	255	255	153186.081
20180723111937-7409-R03-C06	36	20013	555.917	1.909	255	255	141758.750
20180723111937-7410-R03-C06	43	22254	517.535	2.122	255	255	131971.395
20180723111937-7411-R03-C06	46	24561	533.935	2.342	255	255	136153.370
20180723111937-7412-R03-C06	64	37243	581.922	3.552	255	255	148390.078
20180723111937-7413-R03-C06	28	16144	576.571	1.540	255	255	147025.714
20180723170240-2125-R03-C06	54	27608	511.259	2.633	255	255	130371.111
20180723170240-2126-R03-C06	32	14085	440.156	1.343	255	255	112239.844
20180723170240-2127-R03-C06	43	24859	578.116	2.371	255	255	147419.651
20180723170240-2128-R03-C06	42	21881	520.976	2.087	255	255	132848.929
20180723170240-2129-R03-C06	40	19464	486.600	1.856	255	255	124083.000
20180723170240-2130-R03-C06	45	22588	501.956	2.154	255	255	127998.667
20180723170240-2131-R03-C06	54	27350	506.481	2.608	255	255	129152.778
20180723170240-2132-R03-C06	73	33657	461.055	3.210	255	255	117568.973
20180723170240-2133-R03-C06	31	16141	520.677	1.539	255	255	132772.742
20180724111727-7405-R03-C06	59	26949	456.763	2.570	255	255	116474.492
20180724111727-7406-R03-C06	36	18855	523.750	1.798	255	255	133556.250
20180724111727-7407-R03-C06	54	28359	525.167	2.705	255	255	133917.500
20180724111727-7408-R03-C06	44	20541	466.841	1.959	255	255	119044.432
20180724111727-7409-R03-C06	41	20189	492.415	1.925	255	255	125565.732
20180724111727-7410-R03-C06	46	21104	458.783	2.013	255	255	116989.565
20180724111727-7411-R03-C06	61	31761	520.672	3.029	255	255	132771.393
20180724111727-7412-R03-C06	78	40184	515.179	3.832	255	255	131370.769
20180724111727-7413-R03-C06	32	19058	595.562	1.818	255	255	151868.438
20180724170127-13405-R03-C06	65	30030	462.000	2.864	255	255	117810.000
20180724170127-13406-R03-C06	38	21660	570.000	2.066	255	255	145350.000
20180724170127-13407-R03-C06	53	28432	536.453	2.711	255	255	136795.472
20180724170127-13408-R03-C06	48	22289	464.354	2.126	255	255	118410.312
20180724170127-13409-R03-C06	45	21169	470.422	2.019	255	255	119957.667
20180724170127-13410-R03-C06	51	21243	416.529	2.026	255	255	106215.000
20180724170127-13411-R03-C06	56	28375	506.696	2.706	255	255	129207.589
20180724170127-13412-R03-C06	79	40331	510.519	3.846	255	255	130182.342
20180724170127-13413-R03-C06	30	16446	548.200	1.568	255	255	139791.000
20180725093217-3625-R03-C06	64	26737	417.766	2.550	255	255	106530.234
20180725093217-3626-R03-C06	41	24025	585.976	2.291	255	255	149423.780
20180725093217-3627-R03-C06	53	25360	478.491	2.419	255	255	122015.094
20180725093217-3628-R03-C06	54	25059	464.056	2.390	255	255	118334.167
20180725093217-3629-R03-C06	34	14760	434.118	1.408	255	255	110700.000
20180725093217-3630-R03-C06	51	18540	363.529	1.768	255	255	92700.000
20180725093217-3631-R03-C06	57	29442	516.526	2.808	255	255	131714.211
20180725093217-3632-R03-C06	73	34682	475.096	3.308	255	255	121149.452
20180725093217-3633-R03-C06	27	16180	599.259	1.543	255	255	152811.111
20180725162820-13405-R03-C06	58	27312	470.897	2.605	254.992	255	120074.224
20180725162820-13406-R03-C06	48	24606	512.625	2.347	255	255	130719.375
20180725162820-13407-R03-C06	58	29091	501.569	2.774	255	255	127900.086
20180725162820-13408-R03-C06	52	23017	442.635	2.195	255	255	112871.827
20180725162820-13409-R03-C06	34	15679	461.147	1.495	255	255	117592.500
20180725162820-13410-R03-C06	49	20503	418.429	1.955	255	255	106699.286
20180725162820-13411-R03-C06	45	25300	562.222	2.413	255	255	143366.667
20180725162820-13412-R03-C06	80	36497	456.212	3.481	255	255	116334.188
20180725162820-13413-R03-C06	41	20842	508.341	1.988	255	255	129627.073
20180726093120-3625-R03-C06	53	26442	498.906	2.522	255	255	127220.943
20180726093120-3626-R03-C06	42	23538	560.429	2.245	255	255	142909.286
20180726093120-3627-R03-C06	50	27011	540.220	2.576	255	255	137756.100
20180726093120-3628-R03-C06	35	18761	536.029	1.789	255	255	136687.286
20180726093120-3629-R03-C06	23	11225	488.043	1.070	255	255	124451.087
20180726093120-3630-R03-C06	33	14207	430.515	1.355	254.968	255	109758.182
20180726093120-3631-R03-C06	42	27324	650.571	2.606	255	255	165895.714
20180726093120-3632-R03-C06	53	28884	544.981	2.755	255	255	138970.189
20180726093120-3633-R03-C06	27	15070	558.148	1.437	254.970	255	142308.889
20180726103846-9625-R03-C06	46	23620	513.478	2.253	255	255	130936.957
20180726103846-9626-R03-C06	38	21425	563.816	2.043	255	255	143773.026
20180726103846-9627-R03-C06	43	25958	603.674	2.476	255	255	153936.977
20180726103846-9628-R03-C06	35	16734	478.114	1.596	255	255	121919.143
20180726103846-9629-R03-C06	15	8205	547.000	0.782	255	255	139485.000
20180726103846-9630-R03-C06	19	9171	482.684	0.875	255	255	123084.474
20180726103846-9631-R03-C06	38	22654	596.158	2.160	255	255	152020.263
20180726103846-9632-R03-C06	58	32118	553.759	3.063	255	255	141208.448
20180726103846-9633-R03-C06	36	19702	547.278	1.879	255	255	139555.833
20180726173820-6325-R03-C06	46	20428	444.087	1.948	255	255	113242.174
20180726173820-6326-R03-C06	49	25047	511.163	2.389	255	255	130346.633
20180726173820-6327-R03-C06	54	33120	613.333	3.159	254.993	255	156395.278
20180726173820-6328-R03-C06	31	14414	464.968	1.375	255	255	118566.774
20180726173820-6329-R03-C06	19	10594	557.579	1.010	255	255	142182.632
20180726173820-6330-R03-C06	19	7325	385.526	0.699	255	255	98309.211
20180726173820-6331-R03-C06	41	19161	467.341	1.827	255	255	119172.073
20180726173820-6332-R03-C06	66	31562	478.212	3.010	255	255	121944.091
20180726173820-6333-R03-C06	27	13940	516.296	1.329	255	255	131655.556
20180727121521-16105-R03-C06	47	15280	325.106	1.457	255	255	82902.128
20180727121521-16106-R03-C06	36	18095	502.639	1.726	255	255	128172.917
20180727121521-16107-R03-C06	38	20570	541.316	1.962	255	255	138035.526
20180727121521-16108-R03-C06	21	11300	538.095	1.078	255	255	137214.286
20180727121521-16109-R03-C06	16	8462	528.875	0.807	255	255	134863.125
20180727121521-16110-R03-C06	25	11218	448.720	1.070	255	255	114423.600
20180727121521-16111-R03-C06	34	12784	376.000	1.219	255	255	95880.000
20180727121521-16112-R03-C06	67	30511	455.388	2.910	255	255	116123.955
20180727121521-16113-R03-C06	26	13808	531.077	1.317	255	255	135424.615
20180727173536-625-R03-C06	43	15132	351.907	1.443	255	255	89736.279
20180727173536-626-R03-C06	37	19995	540.405	1.907	255	255	137803.378
20180727173536-627-R03-C06	43	21875	508.721	2.086	254.978	255	129717.907
20180727173536-628-R03-C06	26	14215	546.731	1.356	255	255	139416.346
20180727173536-629-R03-C06	13	5865	451.154	0.559	255	255	115044.231
20180727173536-630-R03-C06	24	10572	440.500	1.008	255	255	112327.500
20180727173536-631-R03-C06	30	14076	469.200	1.342	255	255	119646.000
20180727173536-632-R03-C06	55	26305	478.273	2.509	255	255	121959.545
20180727173536-633-R03-C06	27	16019	593.296	1.528	255	255	151290.556
20180728165149-17965-R03-C06	48	22153	461.521	2.113	255	255	117687.812
20180728165149-17966-R03-C06	25	15212	608.480	1.451	255	255	155162.400
20180728165149-17967-R03-C06	53	30890	582.830	2.946	255	255	148621.698
20180728165149-17968-R03-C06	38	17941	472.132	1.711	255	255	120393.553
20180728165149-17969-R03-C06	16	8686	542.875	0.828	255	255	138433.125
