Slice	Count	Total Area	Average Size	%Area	Mean	Mode	IntDen
20180729125041-1155-R03-C09	700	307679	439.541	29.343	255	255	112083.064
20180729125041-1156-R03-C09	527	256056	485.875	24.419	255	255	123898.065
20180729125041-1157-R03-C09	654	298864	456.979	28.502	255	255	116529.541
20180729125041-1158-R03-C09	518	241073	465.392	22.991	255	255	118674.932
20180723104230-5005-R03-C10	40	20537	513.425	1.959	255	255	130923.375
20180723104230-5006-R03-C10	46	25693	558.543	2.450	255	255	142428.587
20180723104230-5007-R03-C10	34	19377	569.912	1.848	255	255	145327.500
20180723104230-5008-R03-C10	53	28275	533.491	2.697	255	255	136040.094
20180723104230-5009-R03-C10	52	28681	551.558	2.735	255	255	140647.212
20180723104230-5010-R03-C10	41	23280	567.805	2.220	255	255	144790.244
20180723104230-5011-R03-C10	18	8497	472.056	0.810	255	255	120374.167
20180723104230-5012-R03-C10	29	15746	542.966	1.502	255	255	138456.207
20180723104230-5013-R03-C10	33	16881	511.545	1.610	255	255	130444.091
20180723162902-12460-R03-C10	47	22167	471.638	2.114	255	255	120267.766
20180723162902-12461-R03-C10	52	27294	524.885	2.603	255	255	133845.577
20180723162902-12462-R03-C10	45	20782	461.822	1.982	255	255	117764.667
20180723162902-12463-R03-C10	53	25840	487.547	2.464	255	255	124324.528
20180723162902-12464-R03-C10	59	29521	500.356	2.815	255	255	127590.763
20180723162902-12465-R03-C10	47	23921	508.957	2.281	255	255	129784.149
20180723162902-12466-R03-C10	20	10384	519.200	0.990	255	255	132396.000
20180723162902-12467-R03-C10	32	16199	506.219	1.545	255	255	129085.781
20180723162902-12468-R03-C10	44	22670	515.227	2.162	254.986	255	131377.159
20180724092856-1225-R03-C10	80	34645	433.062	3.304	255	255	110430.938
20180724092856-1226-R03-C10	80	40481	506.012	3.861	255	255	129033.188
20180724092856-1227-R03-C10	66	32462	491.848	3.096	255	255	125421.364
20180724092856-1228-R03-C10	100	46550	465.500	4.439	255	255	118702.500
20180724092856-1229-R03-C10	101	48848	483.644	4.659	255	255	123329.109
20180724092856-1230-R03-C10	74	37868	511.730	3.611	255	255	130491.081
20180724092856-1231-R03-C10	31	14509	468.032	1.384	255	255	119348.226
20180724092856-1232-R03-C10	51	24776	485.804	2.363	255	255	123880.000
20180724092856-1233-R03-C10	69	35366	512.551	3.373	255	255	130700.435
20180724163050-11005-R03-C10	100	44030	440.300	4.199	255	255	112276.500
20180724163050-11006-R03-C10	104	49489	475.856	4.720	255	255	121343.221
20180724163050-11007-R03-C10	95	44471	468.116	4.241	255	255	119369.526
20180724163050-11008-R03-C10	134	55980	417.761	5.339	255	255	106529.104
20180724163050-11009-R03-C10	116	55290	476.638	5.273	255	255	121542.672
20180724163050-11010-R03-C10	108	48874	452.537	4.661	255	255	115396.944
20180724163050-11011-R03-C10	32	13003	406.344	1.240	255	255	103617.656
20180724163050-11012-R03-C10	74	34411	465.014	3.282	255	255	118578.446
20180724163050-11013-R03-C10	86	43076	500.884	4.108	254.983	255	127719.419
20180725090552-1225-R03-C10	162	69917	431.586	6.668	255	255	110054.537
20180725090552-1226-R03-C10	173	78988	456.578	7.533	255	255	116427.399
20180725090552-1227-R03-C10	128	57055	445.742	5.441	255	255	113664.258
20180725090552-1228-R03-C10	184	83997	456.505	8.011	255	255	116408.886
20180725090552-1229-R03-C10	209	93197	445.919	8.888	255	255	113709.258
20180725090552-1230-R03-C10	142	66885	471.021	6.379	255	255	120110.387
20180725090552-1231-R03-C10	52	24406	469.346	2.328	255	255	119683.269
20180725090552-1232-R03-C10	106	46648	440.075	4.449	255	255	112219.245
20180725090552-1233-R03-C10	122	56327	461.697	5.372	255	255	117732.664
20180725160029-11005-R03-C10	178	79538	446.843	7.585	255	255	113944.888
20180725160029-11006-R03-C10	192	85793	446.839	8.182	255	255	113943.828
20180725160029-11007-R03-C10	154	67862	440.662	6.472	255	255	112368.896
20180725160029-11008-R03-C10	231	100213	433.823	9.557	255	255	110624.740
20180725160029-11009-R03-C10	254	109069	429.406	10.402	255	255	109498.406
20180725160029-11010-R03-C10	183	80793	441.492	7.705	255	255	112580.410
20180725160029-11011-R03-C10	57	28855	506.228	2.752	255	255	129088.158
20180725160029-11012-R03-C10	119	54363	456.832	5.184	255	255	116492.143
20180725160029-11013-R03-C10	144	61629	427.979	5.877	255	255	109134.688
20180726090619-1225-R03-C10	282	120252	426.426	11.468	255	255	108738.511
20180726090619-1226-R03-C10	309	142314	460.563	13.572	255	255	117443.592
20180726090619-1227-R03-C10	292	122616	419.918	11.694	255	255	107079.041
20180726090619-1228-R03-C10	346	146334	422.931	13.955	255	255	107847.312
20180726090619-1229-R03-C10	398	163480	410.754	15.591	255	255	104742.211
20180726090619-1230-R03-C10	264	114093	432.170	10.881	255	255	110203.466
20180726090619-1231-R03-C10	104	46661	448.663	4.450	255	255	114409.183
20180726090619-1232-R03-C10	201	92483	460.114	8.820	254.992	255	117327.910
20180726090619-1233-R03-C10	276	120205	435.525	11.464	254.995	255	111058.043
20180726100534-7225-R03-C10	300	132250	440.833	12.612	255	255	112412.500
20180726100534-7226-R03-C10	284	134859	474.856	12.861	255	255	121088.187
20180726100534-7227-R03-C10	253	112837	445.996	10.761	255	255	113728.992
20180726100534-7228-R03-C10	374	158735	424.425	15.138	255	255	108228.409
20180726100534-7229-R03-C10	380	167680	441.263	15.991	255	255	112522.105
20180726100534-7230-R03-C10	282	124201	440.429	11.845	255	255	112309.415
20180726100534-7231-R03-C10	104	49748	478.346	4.744	255	255	121978.269
20180726100534-7232-R03-C10	194	89103	459.294	8.498	255	255	117119.923
20180726100534-7233-R03-C10	243	108415	446.152	10.339	255	255	113768.827
20180726171145-3925-R03-C10	336	152616	454.214	14.555	255	255	115824.643
20180726171145-3926-R03-C10	341	156184	458.018	14.895	255	255	116794.487
20180726171145-3927-R03-C10	325	145463	447.578	13.872	254.998	255	114131.723
20180726171145-3928-R03-C10	407	192358	472.624	18.345	255	255	120519.140
20180726171145-3929-R03-C10	435	197607	454.269	18.845	255	255	115838.586
20180726171145-3930-R03-C10	295	135354	458.827	12.908	255	255	117000.915
20180726171145-3931-R03-C10	121	61306	506.661	5.847	255	255	129198.595
20180726171145-3932-R03-C10	223	109904	492.843	10.481	254.989	255	125673.834
20180726171145-3933-R03-C10	316	150109	475.028	14.316	254.997	255	121131.456
20180727115004-13705-R03-C10	529	220793	417.378	21.056	255	255	106431.408
20180727115004-13706-R03-C10	530	245968	464.091	23.457	255	255	118343.094
20180727115004-13707-R03-C10	526	230630	438.460	21.995	255	255	111807.319
20180727115004-13708-R03-C10	637	282479	443.452	26.939	255	255	113080.290
20180727115004-13709-R03-C10	606	263978	435.607	25.175	255	255	111079.851
20180727115004-13710-R03-C10	509	221816	435.788	21.154	255	255	111125.894
20180727115004-13711-R03-C10	190	93135	490.184	8.882	255	255	124996.974
20180727115004-13712-R03-C10	372	158591	426.320	15.124	255	255	108711.573
20180727115004-13713-R03-C10	369	172493	467.461	16.450	254.998	255	119201.789
20180727170446-3925-R03-C10	582	248693	427.308	23.717	255	255	108963.428
20180727170446-3926-R03-C10	598	280467	469.008	26.747	255	255	119597.132
20180727170446-3927-R03-C10	577	256716	444.915	24.482	255	255	113453.345
20180727170446-3928-R03-C10	665	300716	452.205	28.679	255	255	115312.150
20180727170446-3929-R03-C10	666	294651	442.419	28.100	255	255	112816.824
20180727170446-3930-R03-C10	550	239647	435.722	22.855	255	255	111109.064
20180727170446-3931-R03-C10	229	106889	466.764	10.194	255	255	119024.869
20180727170446-3932-R03-C10	433	187272	432.499	17.860	254.999	255	110286.617
20180727170446-3933-R03-C10	488	242476	496.877	23.124	254.996	255	126703.125
20180728162432-15565-R03-C10	692	308624	445.988	29.433	255	255	113727.052
20180728162432-15566-R03-C10	574	287179	500.312	27.388	255	255	127579.521
20180728162432-15567-R03-C10	609	299706	492.128	28.582	255	255	125492.660
20180728162432-15568-R03-C10	785	354370	451.427	33.795	255	255	115113.822
20180728162432-15569-R03-C10	743	339176	456.495	32.346	255	255	116406.299
20180728162432-15570-R03-C10	615	281945	458.447	26.888	255	255	116904.024
20180728162432-15571-R03-C10	323	152534	472.241	14.547	255	255	120421.579
20180728162432-15572-R03-C10	483	228401	472.880	21.782	255	255	120584.379
20180728162432-15573-R03-C10	302	153934	509.715	14.680	254.997	255	129976.540
20180729125041-1225-R03-C10	755	322929	427.721	30.797	255	255	109068.735
20180729125041-1226-R03-C10	627	322625	514.553	30.768	255	255	131211.124
20180729125041-1227-R03-C10	647	317920	491.376	30.319	255	255	125300.773
20180729125041-1228-R03-C10	782	350610	448.350	33.437	255	255	114329.348
20180729125041-1229-R03-C10	774	348030	449.651	33.191	255	255	114661.047
20180729125041-1230-R03-C10	745	335123	449.830	31.960	255	255	114706.530
20180729125041-1231-R03-C10	443	201572	455.016	19.223	254.997	255	116027.878
20180729125041-1232-R03-C10	527	251785	477.770	24.012	254.999	255	121830.968
20180729125041-1233-R03-C10	321	169924	529.358	16.205	254.997	255	134984.766
20180723104230-5230-R03-C11	38	21425	563.816	2.043	255	255	143773.026
20180723104230-5231-R03-C11	30	16744	558.133	1.597	255	255	142324.000
20180723104230-5232-R03-C11	33	17343	525.545	1.654	255	255	134014.091
20180723104230-5233-R03-C11	27	13891	514.481	1.325	255	255	131192.778
20180723104230-5234-R03-C11	18	10179	565.500	0.971	255	255	144202.500
20180723104230-5235-R03-C11	38	20420	537.368	1.947	255	255	137028.947
20180723104230-5236-R03-C11	60	35340	589.000	3.370	255	255	150195.000
20180723104230-5237-R03-C11	53	28202	532.113	2.690	255	255	135688.868
20180723104230-5238-R03-C11	36	20143	559.528	1.921	255	255	142679.583
20180723162902-12685-R03-C11	43	25299	588.349	2.413	255	255	150028.953
20180723162902-12686-R03-C11	35	17826	509.314	1.700	255	255	129875.143
20180723162902-12687-R03-C11	40	21447	536.175	2.045	255	255	136724.625
20180723162902-12688-R03-C11	28	14376	513.429	1.371	255	255	130924.286
20180723162902-12689-R03-C11	22	11065	502.955	1.055	255	255	128253.409
20180723162902-12690-R03-C11	49	21590	440.612	2.059	255	255	112356.122
20180723162902-12691-R03-C11	62	32622	526.161	3.111	255	255	134171.129
20180723162902-12692-R03-C11	61	30692	503.148	2.927	255	255	128302.623
20180723162902-12693-R03-C11	52	27403	526.981	2.613	255	255	134380.096
20180724092856-1450-R03-C11	81	35008	432.198	3.339	255	255	110210.370
20180724092856-1451-R03-C11	58	28956	499.241	2.761	255	255	127306.552
20180724092856-1452-R03-C11	67	32136	479.642	3.065	255	255	122308.657
20180724092856-1453-R03-C11	39	19756	506.564	1.884	255	255	129173.846
20180724092856-1454-R03-C11	36	16222	450.611	1.547	255	255	114905.833
20180724092856-1455-R03-C11	77	34108	442.961	3.253	255	255	112955.065
20180724092856-1456-R03-C11	113	56707	501.832	5.408	255	255	127967.124
20180724092856-1457-R03-C11	95	41522	437.074	3.960	255	255	111453.789
20180724092856-1458-R03-C11	69	33842	490.464	3.227	255	255	125068.261
20180724163050-11230-R03-C11	99	43062	434.970	4.107	255	255	110917.273
20180724163050-11231-R03-C11	82	35334	430.902	3.370	255	255	109880.122
20180724163050-11232-R03-C11	79	39289	497.329	3.747	255	255	126818.924
20180724163050-11233-R03-C11	67	28033	418.403	2.673	255	255	106692.761
20180724163050-11234-R03-C11	40	19093	477.325	1.821	255	255	121717.875
20180724163050-11235-R03-C11	90	37928	421.422	3.617	254.995	255	107459.833
20180724163050-11236-R03-C11	151	72255	478.510	6.891	255	255	122020.033
20180724163050-11237-R03-C11	118	49737	421.500	4.743	255	255	107482.500
20180724163050-11238-R03-C11	102	48143	471.990	4.591	255	255	120357.500
20180725090552-1450-R03-C11	151	63446	420.172	6.051	255	255	107143.907
20180725090552-1451-R03-C11	103	48934	475.087	4.667	255	255	121147.282
20180725090552-1452-R03-C11	107	49356	461.271	4.707	255	255	117624.112
20180725090552-1453-R03-C11	92	40071	435.554	3.821	255	255	111066.359
20180725090552-1454-R03-C11	60	26084	434.733	2.488	255	255	110857.000
20180725090552-1455-R03-C11	138	62382	452.043	5.949	255	255	115271.087
20180725090552-1456-R03-C11	169	82141	486.041	7.834	255	255	123940.562
20180725090552-1457-R03-C11	164	70225	428.201	6.697	254.979	255	109185.091
20180725090552-1458-R03-C11	121	59358	490.562	5.661	254.994	255	125089.091
20180725160029-11230-R03-C11	178	81359	457.073	7.759	255	255	116553.624
20180725160029-11231-R03-C11	133	62822	472.346	5.991	255	255	120448.195
20180725160029-11232-R03-C11	126	56189	445.944	5.359	255	255	113715.833
20180725160029-11233-R03-C11	114	49601	435.096	4.730	255	255	110949.605
20180725160029-11234-R03-C11	80	35117	438.962	3.349	255	255	111935.438
20180725160029-11235-R03-C11	151	64376	426.331	6.139	255	255	108714.437
20180725160029-11236-R03-C11	219	106502	486.311	10.157	254.994	255	124008.014
20180725160029-11237-R03-C11	199	94711	475.935	9.032	255	255	121363.342
20180725160029-11238-R03-C11	164	76438	466.085	7.290	254.996	255	118850.213
20180726090619-1450-R03-C11	288	128364	445.708	12.242	254.992	255	113654.740
20180726090619-1451-R03-C11	208	95669	459.947	9.124	255	255	117286.514
20180726090619-1452-R03-C11	217	99654	459.235	9.504	255	255	117104.931
20180726090619-1453-R03-C11	159	66269	416.786	6.320	255	255	106280.472
20180726090619-1454-R03-C11	121	52048	430.149	4.964	255	255	109687.934
20180726090619-1455-R03-C11	231	94801	410.394	9.041	255	255	104650.455
20180726090619-1456-R03-C11	315	161793	513.629	15.430	254.999	255	130974.476
20180726090619-1457-R03-C11	323	149116	461.659	14.221	255	255	117723.158
20180726090619-1458-R03-C11	270	129239	478.663	12.325	254.998	255	122058.111
20180726100534-7450-R03-C11	296	132936	449.108	12.678	254.995	255	114520.845
20180726100534-7451-R03-C11	213	102223	479.920	9.749	254.998	255	122378.451
20180726100534-7452-R03-C11	201	97075	482.960	9.258	255	255	123154.851
20180726100534-7453-R03-C11	191	79080	414.031	7.542	255	255	105578.010
20180726100534-7454-R03-C11	110	51962	472.382	4.955	255	255	120457.364
20180726100534-7455-R03-C11	207	91526	442.155	8.729	255	255	112749.420
20180726100534-7456-R03-C11	287	142262	495.686	13.567	255	255	126400.035
20180726100534-7457-R03-C11	282	136389	483.649	13.007	254.998	255	123328.670
20180726100534-7458-R03-C11	251	120423	479.773	11.484	255	255	122342.092
20180726171145-4150-R03-C11	343	169853	495.198	16.198	255	255	126275.554
20180726171145-4151-R03-C11	284	135539	477.250	12.926	255	255	121698.750
20180726171145-4152-R03-C11	278	133669	480.824	12.748	255	255	122610.054
20180726171145-4153-R03-C11	213	97154	456.122	9.265	255	255	116311.127
20180726171145-4154-R03-C11	130	64288	494.523	6.131	255	255	126103.385
20180726171145-4155-R03-C11	259	121612	469.544	11.598	255	255	119733.822
20180726171145-4156-R03-C11	373	194154	520.520	18.516	254.997	255	132731.944
20180726171145-4157-R03-C11	363	170934	470.893	16.302	255	255	120077.603
20180726171145-4158-R03-C11	324	161362	498.031	15.389	255	255	126997.870
20180727115004-13930-R03-C11	494	227935	461.407	21.738	255	255	117658.755
20180727115004-13931-R03-C11	407	192428	472.796	18.351	255	255	120562.998
20180727115004-13932-R03-C11	392	184682	471.128	17.613	255	255	120137.526
20180727115004-13933-R03-C11	363	148589	409.336	14.171	255	255	104380.702
20180727115004-13934-R03-C11	203	96996	477.813	9.250	255	255	121842.266
20180727115004-13935-R03-C11	399	172552	432.461	16.456	255	255	110277.594
20180727115004-13936-R03-C11	465	242512	521.531	23.128	254.998	255	132989.355
20180727115004-13937-R03-C11	503	230253	457.759	21.959	255	255	116728.658
20180727115004-13938-R03-C11	349	174196	499.129	16.613	255	255	127277.880
20180727170446-4150-R03-C11	548	250858	457.770	23.924	255	255	116731.369
20180727170446-4151-R03-C11	457	215037	470.540	20.508	255	255	119987.823
20180727170446-4152-R03-C11	427	199066	466.197	18.984	255	255	118880.164
20180727170446-4153-R03-C11	373	156949	420.775	14.968	255	255	107297.574
20180727170446-4154-R03-C11	231	111496	482.667	10.633	255	255	123080.000
20180727170446-4155-R03-C11	427	188617	441.726	17.988	254.997	255	112639.532
20180727170446-4156-R03-C11	450	237209	527.131	22.622	254.996	255	134417.300
20180727170446-4157-R03-C11	511	238751	467.223	22.769	255	255	119141.888
20180727170446-4158-R03-C11	365	179482	491.732	17.117	254.990	255	125389.438
20180728162432-15790-R03-C11	705	322245	457.085	30.732	255	255	116556.702
20180728162432-15791-R03-C11	692	320986	463.853	30.612	255	255	118282.413
20180728162432-15792-R03-C11	601	287155	477.795	27.385	254.996	255	121837.388
20180728162432-15793-R03-C11	585	245570	419.778	23.419	255	255	107043.333
20180728162432-15794-R03-C11	384	174318	453.953	16.624	255	255	115758.047
20180728162432-15795-R03-C11	615	266823	433.859	25.446	255	255	110633.927
20180728162432-15796-R03-C11	502	255283	508.532	24.346	254.999	255	129675.120
20180728162432-15797-R03-C11	590	283069	479.778	26.996	254.998	255	122342.949
20180728162432-15798-R03-C11	422	212615	503.827	20.277	255	255	128475.889
20180729125041-1450-R03-C11	705	331684	470.474	31.632	255	255	119970.809
20180729125041-1451-R03-C11	873	386583	442.821	36.867	255	255	112919.433
20180729125041-1452-R03-C11	808	367778	455.171	35.074	255	255	116068.552
20180729125041-1453-R03-C11	805	334687	415.760	31.918	255	255	106018.863
20180729125041-1454-R03-C11	530	233113	439.836	22.231	255	255	112158.142
20180729125041-1455-R03-C11	723	313330	433.375	29.881	255	255	110510.581
20180729125041-1456-R03-C11	501	254261	507.507	24.248	255	255	129414.281
20180729125041-1457-R03-C11	587	279029	475.348	26.610	255	255	121213.620
20180729125041-1458-R03-C11	445	227726	511.744	21.718	255	255	130494.674
20180723104230-3830-R04-C02	49	25550	521.429	2.437	255	255	132964.286
20180723104230-3831-R04-C02	76	40095	527.566	3.824	255	255	134529.276
20180723104230-3832-R04-C02	74	43183	583.554	4.118	255	255	148806.284
20180723104230-3833-R04-C02	71	40704	573.296	3.882	255	255	146190.423
20180723104230-3834-R04-C02	57	28199	494.719	2.689	255	255	126153.421
20180723104230-3835-R04-C02	56	30230	539.821	2.883	255	255	137654.464
20180723104230-3836-R04-C02	45	23209	515.756	2.213	255	255	131517.667
20180723104230-3837-R04-C02	52	27708	532.846	2.642	255	255	135875.769
20180723104230-3838-R04-C02	53	29851	563.226	2.847	255	255	143622.736
20180723162902-11285-R04-C02	47	24113	513.043	2.300	255	255	130825.851
20180723162902-11286-R04-C02	81	39938	493.062	3.809	254.996	255	125727.593
20180723162902-11287-R04-C02	73	39806	545.288	3.796	255	255	139048.356
20180723162902-11288-R04-C02	77	41585	540.065	3.966	255	255	137716.558
20180723162902-11289-R04-C02	57	29862	523.895	2.848	255	255	133593.158
20180723162902-11290-R04-C02	57	30069	527.526	2.868	255	255	134519.211
20180723162902-11291-R04-C02	52	25900	498.077	2.470	255	255	127009.615
20180723162902-11292-R04-C02	53	26202	494.377	2.499	255	255	126066.226
20180723162902-11293-R04-C02	56	30142	538.250	2.875	255	255	137253.750
20180724092856-050-R04-C02	71	30421	428.465	2.901	255	255	109258.521
20180724092856-051-R04-C02	128	47348	369.906	4.515	255	255	94326.094
20180724092856-052-R04-C02	102	44132	432.667	4.209	255	255	110330.000
20180724092856-053-R04-C02	96	42493	442.635	4.052	255	255	112872.031
20180724092856-054-R04-C02	68	31854	468.441	3.038	255	255	119452.500
20180724092856-055-R04-C02	82	33724	411.268	3.216	255	255	104873.415
20180724092856-056-R04-C02	71	28176	396.845	2.687	255	255	101195.493
20180724092856-057-R04-C02	63	24583	390.206	2.344	255	255	99502.619
20180724092856-058-R04-C02	73	31185	427.192	2.974	255	255	108933.904
20180724163050-9830-R04-C02	73	31741	434.808	3.027	255	255	110876.096
20180724163050-9831-R04-C02	109	44946	412.349	4.286	255	255	105148.899
20180724163050-9832-R04-C02	118	54224	459.525	5.171	255	255	117178.983
20180724163050-9833-R04-C02	112	49579	442.670	4.728	255	255	112880.759
20180724163050-9834-R04-C02	75	31638	421.840	3.017	255	255	107569.200
20180724163050-9835-R04-C02	77	33992	441.455	3.242	255	255	112570.909
20180724163050-9836-R04-C02	73	28789	394.370	2.746	255	255	100564.315
20180724163050-9837-R04-C02	70	27965	399.500	2.667	255	255	101872.500
20180724163050-9838-R04-C02	84	33892	403.476	3.232	255	255	102886.429
20180725090552-050-R04-C02	67	29458	439.672	2.809	255	255	112116.269
20180725090552-051-R04-C02	115	48660	423.130	4.641	255	255	107898.261
20180725090552-052-R04-C02	113	52565	465.177	5.013	255	255	118620.133
20180725090552-053-R04-C02	112	48138	429.804	4.591	255	255	109599.911
20180725090552-054-R04-C02	69	29966	434.290	2.858	255	255	110743.913
20180725090552-055-R04-C02	85	36388	428.094	3.470	255	255	109164.000
20180725090552-056-R04-C02	69	29762	431.333	2.838	255	255	109990.000
20180725090552-057-R04-C02	72	30331	421.264	2.893	255	255	107422.292
20180725090552-058-R04-C02	82	37464	456.878	3.573	255	255	116503.902
20180725160029-9830-R04-C02	74	34703	468.959	3.310	255	255	119584.662
20180725160029-9831-R04-C02	115	50020	434.957	4.770	255	255	110913.913
20180725160029-9832-R04-C02	115	49886	433.791	4.757	255	255	110616.783
20180725160029-9833-R04-C02	102	49136	481.725	4.686	255	255	122840.000
20180725160029-9834-R04-C02	58	29961	516.569	2.857	254.995	255	131720.690
20180725160029-9835-R04-C02	80	35401	442.512	3.376	255	255	112840.688
20180725160029-9836-R04-C02	69	29757	431.261	2.838	255	255	109971.522
20180725160029-9837-R04-C02	71	30002	422.563	2.861	255	255	107753.662
20180725160029-9838-R04-C02	83	38235	460.663	3.646	255	255	117468.976
20180726090619-050-R04-C02	83	35621	429.169	3.397	255	255	109438.012
20180726090619-051-R04-C02	104	49321	474.240	4.704	255	255	120931.298
20180726090619-052-R04-C02	116	54638	471.017	5.211	255	255	120109.397
20180726090619-053-R04-C02	123	53276	433.138	5.081	255	255	110450.244
20180726090619-054-R04-C02	65	30198	464.585	2.880	255	255	118469.077
20180726090619-055-R04-C02	87	38021	437.023	3.626	255	255	111440.862
20180726090619-056-R04-C02	67	32155	479.925	3.067	255	255	122380.970
20180726090619-057-R04-C02	71	34978	492.648	3.336	255	255	125625.211
20180726090619-058-R04-C02	79	43642	552.430	4.162	255	255	140869.747
20180726100534-6050-R04-C02	72	35155	488.264	3.353	255	255	124507.292
20180726100534-6051-R04-C02	21	10196	485.524	0.972	255	255	123808.571
20180726100534-6052-R04-C02	46	23394	508.565	2.231	255	255	129684.130
20180726100534-6053-R04-C02	86	44767	520.547	4.269	255	255	132739.360
20180726100534-6054-R04-C02	72	34969	485.681	3.335	255	255	123848.542
20180726100534-6055-R04-C02	80	40002	500.025	3.815	255	255	127506.375
20180726100534-6056-R04-C02	68	30601	450.015	2.918	255	255	114753.750
20180726100534-6057-R04-C02	71	31253	440.183	2.981	255	255	112246.690
20180726100534-6058-R04-C02	76	37126	488.500	3.541	255	255	124567.500
20180726171145-2750-R04-C02	79	39242	496.734	3.742	255	255	126667.215
20180726171145-2751-R04-C02	24	12585	524.375	1.200	255	255	133715.625
20180726171145-2752-R04-C02	60	26403	440.050	2.518	255	255	112212.750
20180726171145-2753-R04-C02	92	49887	542.250	4.758	255	255	138273.750
20180726171145-2754-R04-C02	58	30362	523.483	2.896	255	255	133488.103
20180726171145-2755-R04-C02	77	39368	511.273	3.754	255	255	130374.545
20180726171145-2756-R04-C02	71	30211	425.507	2.881	255	255	108504.296
20180726171145-2757-R04-C02	77	33268	432.052	3.173	255	255	110173.247
20180726171145-2758-R04-C02	77	37192	483.013	3.547	255	255	123168.312
20180727115004-12530-R04-C02	80	41937	524.212	3.999	255	255	133674.188
20180727115004-12531-R04-C02	27	12655	468.704	1.207	255	255	119519.444
20180727115004-12532-R04-C02	52	27204	523.154	2.594	255	255	133404.231
20180727115004-12533-R04-C02	105	55512	528.686	5.294	255	255	134814.857
20180727115004-12534-R04-C02	58	31866	549.414	3.039	255	255	140100.517
20180727115004-12535-R04-C02	87	39076	449.149	3.727	255	255	114533.103
20180727115004-12536-R04-C02	58	28925	498.707	2.759	255	255	127170.259
20180727115004-12537-R04-C02	73	35223	482.507	3.359	255	255	123039.247
20180727115004-12538-R04-C02	68	35739	525.574	3.408	255	255	134021.250
20180727170446-2750-R04-C02	75	34754	463.387	3.314	255	255	118163.600
20180727170446-2751-R04-C02	28	13429	479.607	1.281	255	255	122299.821
20180727170446-2752-R04-C02	54	26892	498.000	2.565	255	255	126990.000
20180727170446-2753-R04-C02	97	49337	508.629	4.705	254.996	255	129697.732
20180727170446-2754-R04-C02	65	34434	529.754	3.284	255	255	135087.231
20180727170446-2755-R04-C02	78	36996	474.308	3.528	254.995	255	120945.192
20180727170446-2756-R04-C02	61	29960	491.148	2.857	255	255	125242.623
20180727170446-2757-R04-C02	73	33764	462.521	3.220	255	255	117942.740
20180727170446-2758-R04-C02	74	37139	501.878	3.542	255	255	127978.986
20180728162432-14390-R04-C02	69	32704	473.971	3.119	255	255	120862.609
20180728162432-14391-R04-C02	29	13946	480.897	1.330	255	255	122628.621
20180728162432-14392-R04-C02	59	28611	484.932	2.729	255	255	123657.712
20180728162432-14393-R04-C02	110	57013	518.300	5.437	255	255	132166.500
20180728162432-14394-R04-C02	73	34983	479.219	3.336	255	255	122200.890
20180728162432-14395-R04-C02	100	47201	472.010	4.501	255	255	120362.550
20180728162432-14396-R04-C02	61	32428	531.607	3.093	255	255	135559.672
20180728162432-14397-R04-C02	76	39047	513.776	3.724	255	255	131012.961
20180728162432-14398-R04-C02	73	42308	579.562	4.035	255	255	147788.219
20180729125041-050-R04-C02	67	33774	504.090	3.221	255	255	128542.836
20180729125041-051-R04-C02	33	15019	455.121	1.432	255	255	116055.909
20180729125041-052-R04-C02	66	30717	465.409	2.929	255	255	118679.318
20180729125041-053-R04-C02	105	55590	529.429	5.301	255	255	135004.286
20180729125041-054-R04-C02	69	35199	510.130	3.357	255	255	130083.261
20180729125041-055-R04-C02	85	40830	480.353	3.894	255	255	122490.000
20180729125041-056-R04-C02	61	30957	507.492	2.952	255	255	129410.410
20180729125041-057-R04-C02	80	39381	492.262	3.756	255	255	125526.938
20180729125041-058-R04-C02	76	41230	542.500	3.932	255	255	138337.500
20180723104230-4005-R04-C03	53	30187	569.566	2.879	255	255	145239.340
20180723104230-4006-R04-C03	45	24423	542.733	2.329	255	255	138397.000
20180723104230-4007-R04-C03	43	23405	544.302	2.232	255	255	138797.093
20180723104230-4008-R04-C03	52	29040	558.462	2.769	255	255	142407.692
20180723104230-4009-R04-C03	56	30903	551.839	2.947	255	255	140719.018
20180723104230-4010-R04-C03	46	25624	557.043	2.444	255	255	142046.087
20180723104230-4011-R04-C03	54	27355	506.574	2.609	255	255	129176.389
20180723104230-4012-R04-C03	39	20187	517.615	1.925	255	255	131991.923
20180723104230-4013-R04-C03	45	25972	577.156	2.477	255	255	147174.667
20180723162902-11460-R04-C03	59	29239	495.576	2.788	255	255	126371.949
20180723162902-11461-R04-C03	48	26934	561.125	2.569	255	255	143086.875
20180723162902-11462-R04-C03	52	26018	500.346	2.481	255	255	127588.269
20180723162902-11463-R04-C03	56	29990	535.536	2.860	255	255	136561.607
20180723162902-11464-R04-C03	61	32282	529.213	3.079	255	255	134949.344
20180723162902-11465-R04-C03	51	27527	539.745	2.625	255	255	137635.000
20180723162902-11466-R04-C03	55	29870	543.091	2.849	255	255	138488.182
20180723162902-11467-R04-C03	43	22244	517.302	2.121	255	255	131912.093
20180723162902-11468-R04-C03	45	23279	517.311	2.220	255	255	131914.333
20180724092856-225-R04-C03	93	47031	505.710	4.485	255	255	128955.968
20180724092856-226-R04-C03	78	36784	471.590	3.508	255	255	120255.385
20180724092856-227-R04-C03	85	38079	447.988	3.631	255	255	114237.000
