Slice	Count	Total Area	Average Size	%Area	Mean	Mode	IntDen
20180727171831-5683-R02-C11	321	150009	467.318	14.306	255	255	119166.028
20180728163845-17315-R02-C11	722	325005	450.145	30.995	255	255	114787.084
20180728163845-17316-R02-C11	619	283642	458.226	27.050	255	255	116847.674
20180728163845-17317-R02-C11	688	322800	469.186	30.785	254.997	255	119642.071
20180728163845-17318-R02-C11	787	336485	427.554	32.090	255	255	109026.271
20180728163845-17319-R02-C11	388	178898	461.077	17.061	255	255	117574.716
20180728163845-17320-R02-C11	498	215879	433.492	20.588	255	255	110540.452
20180728163845-17321-R02-C11	443	211160	476.659	20.138	255	255	121548.081
20180728163845-17322-R02-C11	591	267084	451.919	25.471	254.996	255	115238.858
20180728163845-17323-R02-C11	448	215231	480.426	20.526	254.997	255	122507.578
20180729130412-2975-R02-C11	2	474	237.000	0.045	255	255	60435.000
20180729130412-2976-R02-C11	0	0	NaN	0.000	NaN	NaN	NaN
20180729130412-2977-R02-C11	2	328	164.000	0.031	255	255	41820.000
20180729130412-2978-R02-C11	1	166	166.000	0.016	255	255	42330.000
20180729130412-2979-R02-C11	1	373	373.000	0.036	255	255	95115.000
20180729130412-2980-R02-C11	1	323	323.000	0.031	255	255	82365.000
20180729130412-2981-R02-C11	0	0	NaN	0.000	NaN	NaN	NaN
20180729130412-2982-R02-C11	1	271	271.000	0.026	255	255	69105.000
20180729130412-2983-R02-C11	0	0	NaN	0.000	NaN	NaN	NaN
20180723105726-5305-R03-C02	52	24469	470.558	2.334	255	255	119992.212
20180723105726-5306-R03-C02	53	21067	397.491	2.009	255	255	101360.094
20180723105726-5307-R03-C02	61	29056	476.328	2.771	255	255	121463.607
20180723105726-5308-R03-C02	61	28209	462.443	2.690	255	255	117922.869
20180723105726-5309-R03-C02	49	23406	477.673	2.232	255	255	121806.735
20180723105726-5310-R03-C02	36	16629	461.917	1.586	255	255	117788.750
20180723105726-5311-R03-C02	52	21755	418.365	2.075	255	255	106683.173
20180723105726-5312-R03-C02	54	22855	423.241	2.180	255	255	107926.389
20180723105726-5313-R03-C02	44	19113	434.386	1.823	255	255	110768.523
20180723164442-025-R03-C02	66	30874	467.788	2.944	255	255	119285.909
20180723164442-026-R03-C02	55	24022	436.764	2.291	255	255	111374.727
20180723164442-027-R03-C02	62	30656	494.452	2.924	255	255	126085.161
20180723164442-028-R03-C02	70	32766	468.086	3.125	254.991	255	119358.214
20180723164442-029-R03-C02	53	22745	429.151	2.169	255	255	109433.491
20180723164442-030-R03-C02	40	18155	453.875	1.731	255	255	115738.125
20180723164442-031-R03-C02	50	23297	465.940	2.222	255	255	118814.700
20180723164442-032-R03-C02	49	21378	436.286	2.039	255	255	111252.857
20180723164442-033-R03-C02	38	16366	430.684	1.561	255	255	109824.474
20180724110416-5305-R03-C02	77	30525	396.429	2.911	255	255	101089.286
20180724110416-5306-R03-C02	62	25256	407.355	2.409	255	255	103875.484
20180724110416-5307-R03-C02	85	34191	402.247	3.261	255	255	102573.000
20180724110416-5308-R03-C02	74	32947	445.230	3.142	255	255	113533.581
20180724110416-5309-R03-C02	55	21853	397.327	2.084	255	255	101318.455
20180724110416-5310-R03-C02	45	18803	417.844	1.793	255	255	106550.333
20180724110416-5311-R03-C02	57	26010	456.316	2.481	255	255	116360.526
20180724110416-5312-R03-C02	57	26524	465.333	2.530	255	255	118660.000
20180724110416-5313-R03-C02	48	22449	467.688	2.141	255	255	119260.312
20180724164631-11305-R03-C02	83	33657	405.506	3.210	255	255	103404.036
20180724164631-11306-R03-C02	62	27433	442.468	2.616	255	255	112829.274
20180724164631-11307-R03-C02	81	31821	392.852	3.035	255	255	100177.222
20180724164631-11308-R03-C02	83	34034	410.048	3.246	255	255	104562.289
20180724164631-11309-R03-C02	59	21581	365.780	2.058	255	255	93273.814
20180724164631-11310-R03-C02	48	20518	427.458	1.957	255	255	109001.875
20180724164631-11311-R03-C02	53	23737	447.868	2.264	255	255	114206.321
20180724164631-11312-R03-C02	64	29665	463.516	2.829	255	255	118196.484
20180724164631-11313-R03-C02	55	28035	509.727	2.674	255	255	129980.455
20180725091930-1525-R03-C02	77	33116	430.078	3.158	255	255	109669.870
20180725091930-1526-R03-C02	62	26499	427.403	2.527	255	255	108987.823
20180725091930-1527-R03-C02	75	32886	438.480	3.136	255	255	111812.400
20180725091930-1528-R03-C02	85	37098	436.447	3.538	255	255	111294.000
20180725091930-1529-R03-C02	70	27379	391.129	2.611	255	255	99737.786
20180725091930-1530-R03-C02	49	19076	389.306	1.819	255	255	99273.061
20180725091930-1531-R03-C02	59	29653	502.593	2.828	255	255	128161.271
20180725091930-1532-R03-C02	78	39734	509.410	3.789	255	255	129899.615
20180725091930-1533-R03-C02	57	28241	495.456	2.693	255	255	126341.316
20180725161632-11305-R03-C02	80	33581	419.762	3.203	255	255	107039.438
20180725161632-11306-R03-C02	73	29927	409.959	2.854	255	255	104539.521
20180725161632-11307-R03-C02	85	36594	430.518	3.490	255	255	109782.000
20180725161632-11308-R03-C02	82	35947	438.378	3.428	255	255	111786.402
20180725161632-11309-R03-C02	62	26506	427.516	2.528	255	255	109016.613
20180725161632-11310-R03-C02	47	18426	392.043	1.757	255	255	99970.851
20180725161632-11311-R03-C02	69	33202	481.188	3.166	255	255	122703.043
20180725161632-11312-R03-C02	79	38085	482.089	3.632	255	255	122932.595
20180725161632-11313-R03-C02	54	26304	487.111	2.509	255	255	124213.333
20180726091935-1525-R03-C02	84	40093	477.298	3.824	255	255	121710.893
20180726091935-1526-R03-C02	75	31437	419.160	2.998	255	255	106885.800
20180726091935-1527-R03-C02	71	31800	447.887	3.033	255	255	114211.268
20180726091935-1528-R03-C02	83	36452	439.181	3.476	255	255	111991.084
20180726091935-1529-R03-C02	60	27522	458.700	2.625	255	255	116968.500
20180726091935-1530-R03-C02	47	20059	426.787	1.913	255	255	108830.745
20180726091935-1531-R03-C02	79	35559	450.114	3.391	255	255	114779.051
20180726091935-1532-R03-C02	83	36039	434.205	3.437	255	255	110722.229
20180726091935-1533-R03-C02	78	34568	443.179	3.297	255	255	113010.769
20180726101900-7525-R03-C02	45	20869	463.756	1.990	255	255	118257.667
20180726101900-7526-R03-C02	39	17075	437.821	1.628	255	255	111644.231
20180726101900-7527-R03-C02	43	20213	470.070	1.928	255	255	119867.791
20180726101900-7528-R03-C02	18	8627	479.278	0.823	255	255	122215.833
20180726101900-7529-R03-C02	23	9016	392.000	0.860	255	255	99960.000
20180726101900-7530-R03-C02	17	6931	407.706	0.661	255	255	103965.000
20180726101900-7531-R03-C02	24	8725	363.542	0.832	255	255	92703.125
20180726101900-7532-R03-C02	29	10932	376.966	1.043	255	255	96126.207
20180726101900-7533-R03-C02	26	11431	439.654	1.090	255	255	112111.731
20180726172421-4225-R03-C02	34	15011	441.500	1.432	255	255	112582.500
20180726172421-4226-R03-C02	39	17248	442.256	1.645	255	255	112775.385
20180726172421-4227-R03-C02	42	19960	475.238	1.904	255	255	121185.714
20180726172421-4228-R03-C02	16	6583	411.438	0.628	255	255	104916.562
20180726172421-4229-R03-C02	24	9082	378.417	0.866	255	255	96496.250
20180726172421-4230-R03-C02	13	5499	423.000	0.524	255	255	107865.000
20180726172421-4231-R03-C02	24	10481	436.708	1.000	255	255	111360.625
20180726172421-4232-R03-C02	33	13891	420.939	1.325	255	255	107339.545
20180726172421-4233-R03-C02	23	12316	535.478	1.175	255	255	136546.957
20180727120240-14005-R03-C02	34	16965	498.971	1.618	255	255	127237.500
20180727120240-14006-R03-C02	40	18945	473.625	1.807	255	255	120774.375
20180727120240-14007-R03-C02	37	18581	502.189	1.772	255	255	128058.243
20180727120240-14008-R03-C02	18	7664	425.778	0.731	255	255	108573.333
20180727120240-14009-R03-C02	20	8357	417.850	0.797	255	255	106551.750
20180727120240-14010-R03-C02	12	5632	469.333	0.537	255	255	119680.000
20180727120240-14011-R03-C02	20	8324	416.200	0.794	255	255	106131.000
20180727120240-14012-R03-C02	32	14331	447.844	1.367	255	255	114200.156
20180727120240-14013-R03-C02	23	11248	489.043	1.073	255	255	124706.087
20180727171831-4225-R03-C02	37	19073	515.486	1.819	255	255	131449.054
20180727171831-4226-R03-C02	36	15949	443.028	1.521	255	255	112972.083
20180727171831-4227-R03-C02	40	18896	472.400	1.802	255	255	120462.000
20180727171831-4228-R03-C02	18	7775	431.944	0.741	255	255	110145.833
20180727171831-4229-R03-C02	21	8658	412.286	0.826	255	255	105132.857
20180727171831-4230-R03-C02	11	5091	462.818	0.486	255	255	118018.636
20180727171831-4231-R03-C02	23	11054	480.609	1.054	255	255	122555.217
20180727171831-4232-R03-C02	24	10151	422.958	0.968	255	255	107854.375
20180727171831-4233-R03-C02	18	9258	514.333	0.883	255	255	131155.000
20180728163845-15865-R03-C02	34	16811	494.441	1.603	255	255	126082.500
20180728163845-15866-R03-C02	35	18151	518.600	1.731	255	255	132243.000
20180728163845-15867-R03-C02	33	16522	500.667	1.576	255	255	127670.000
20180728163845-15868-R03-C02	18	8976	498.667	0.856	255	255	127160.000
20180728163845-15869-R03-C02	13	6259	481.462	0.597	255	255	122772.692
20180728163845-15870-R03-C02	13	5268	405.231	0.502	255	255	103333.846
20180728163845-15871-R03-C02	24	10136	422.333	0.967	255	255	107695.000
20180728163845-15872-R03-C02	25	10707	428.280	1.021	255	255	109211.400
20180728163845-15873-R03-C02	17	8142	478.941	0.776	255	255	122130.000
20180729130412-1525-R03-C02	32	16107	503.344	1.536	255	255	128352.656
20180729130412-1526-R03-C02	34	15929	468.500	1.519	254.986	255	119460.000
20180729130412-1527-R03-C02	33	17302	524.303	1.650	255	255	133697.273
20180729130412-1528-R03-C02	16	7344	459.000	0.700	255	255	117045.000
20180729130412-1529-R03-C02	6	2423	403.833	0.231	255	255	102977.500
20180729130412-1530-R03-C02	12	5795	482.917	0.553	255	255	123143.750
20180729130412-1531-R03-C02	31	13399	432.226	1.278	255	255	110217.581
20180729130412-1532-R03-C02	33	15240	461.818	1.453	255	255	117763.636
20180729130412-1533-R03-C02	16	9371	585.688	0.894	255	255	149350.312
20180723105726-5530-R03-C03	70	33982	485.457	3.241	255	255	123791.571
20180723105726-5531-R03-C03	70	33227	474.671	3.169	255	255	121041.214
20180723105726-5532-R03-C03	51	23711	464.922	2.261	255	255	118555.000
20180723105726-5533-R03-C03	47	24114	513.064	2.300	255	255	130831.277
20180723105726-5534-R03-C03	44	20492	465.727	1.954	255	255	118760.455
20180723105726-5535-R03-C03	47	20304	432.000	1.936	255	255	110160.000
20180723105726-5536-R03-C03	58	24763	426.948	2.362	255	255	108871.810
20180723105726-5537-R03-C03	47	20248	430.809	1.931	255	255	109856.170
20180723105726-5538-R03-C03	49	21770	444.286	2.076	255	255	113292.857
20180723164442-250-R03-C03	60	33144	552.400	3.161	255	255	140862.000
20180723164442-251-R03-C03	77	40167	521.649	3.831	255	255	133020.584
20180723164442-252-R03-C03	59	30304	513.627	2.890	255	255	130974.915
20180723164442-253-R03-C03	41	21416	522.341	2.042	255	255	133197.073
20180723164442-254-R03-C03	47	22169	471.681	2.114	255	255	120278.617
20180723164442-255-R03-C03	47	23651	503.213	2.256	255	255	128319.255
20180723164442-256-R03-C03	58	26954	464.724	2.571	255	255	118504.655
20180723164442-257-R03-C03	53	23476	442.943	2.239	255	255	112950.566
20180723164442-258-R03-C03	57	29484	517.263	2.812	255	255	131902.105
20180724110416-5530-R03-C03	121	57065	471.612	5.442	255	255	120260.950
20180724110416-5531-R03-C03	139	57132	411.022	5.449	255	255	104810.504
20180724110416-5532-R03-C03	90	39033	433.700	3.722	255	255	110593.500
20180724110416-5533-R03-C03	79	36437	461.228	3.475	255	255	117613.101
20180724110416-5534-R03-C03	64	31250	488.281	2.980	255	255	124511.719
20180724110416-5535-R03-C03	70	29518	421.686	2.815	255	255	107529.857
20180724110416-5536-R03-C03	93	40873	439.495	3.898	255	255	112071.129
20180724110416-5537-R03-C03	79	34653	438.646	3.305	255	255	111854.620
20180724110416-5538-R03-C03	98	44815	457.296	4.274	255	255	116610.459
20180724164631-11530-R03-C03	114	55136	483.649	5.258	255	255	123330.526
20180724164631-11531-R03-C03	145	67410	464.897	6.429	255	255	118548.621
20180724164631-11532-R03-C03	86	38048	442.419	3.629	255	255	112816.744
20180724164631-11533-R03-C03	106	46720	440.755	4.456	255	255	112392.453
20180724164631-11534-R03-C03	79	35563	450.165	3.392	255	255	114791.962
20180724164631-11535-R03-C03	73	30904	423.342	2.947	255	255	107952.329
20180724164631-11536-R03-C03	78	35444	454.410	3.380	255	255	115874.615
20180724164631-11537-R03-C03	86	38229	444.523	3.646	255	255	113353.430
20180724164631-11538-R03-C03	89	41882	470.584	3.994	255	255	119998.989
20180725091930-1750-R03-C03	153	69741	455.824	6.651	255	255	116235.000
20180725091930-1751-R03-C03	183	79353	433.623	7.568	255	255	110573.852
20180725091930-1752-R03-C03	139	55137	396.669	5.258	255	255	101150.612
20180725091930-1753-R03-C03	133	57871	435.120	5.519	255	255	110955.677
20180725091930-1754-R03-C03	101	46325	458.663	4.418	255	255	116959.158
20180725091930-1755-R03-C03	109	44877	411.716	4.280	255	255	104987.477
20180725091930-1756-R03-C03	104	46278	444.981	4.413	255	255	113470.096
20180725091930-1757-R03-C03	108	46014	426.056	4.388	255	255	108644.167
20180725091930-1758-R03-C03	116	53112	457.862	5.065	255	255	116754.828
20180725161632-11530-R03-C03	165	77915	472.212	7.431	255	255	120414.091
20180725161632-11531-R03-C03	207	94329	455.696	8.996	255	255	116202.391
20180725161632-11532-R03-C03	145	63490	437.862	6.055	255	255	111654.828
20180725161632-11533-R03-C03	146	63585	435.514	6.064	255	255	111055.993
20180725161632-11534-R03-C03	119	51878	435.950	4.947	255	255	111167.143
20180725161632-11535-R03-C03	113	50240	444.602	4.791	255	255	113373.451
20180725161632-11536-R03-C03	110	48838	443.982	4.658	255	255	113215.364
20180725161632-11537-R03-C03	112	49678	443.554	4.738	255	255	113106.161
20180725161632-11538-R03-C03	144	66024	458.500	6.297	255	255	116917.500
20180726091935-1750-R03-C03	205	92414	450.800	8.813	255	255	114954.000
20180726091935-1751-R03-C03	246	104981	426.752	10.012	255	255	108821.768
20180726091935-1752-R03-C03	168	75134	447.226	7.165	255	255	114042.679
20180726091935-1753-R03-C03	178	77610	436.011	7.401	255	255	111182.865
20180726091935-1754-R03-C03	144	63348	439.917	6.041	255	255	112178.750
20180726091935-1755-R03-C03	136	56700	416.912	5.407	255	255	106312.500
20180726091935-1756-R03-C03	130	62160	478.154	5.928	255	255	121929.231
20180726091935-1757-R03-C03	137	58974	430.467	5.624	255	255	109769.124
20180726091935-1758-R03-C03	171	78146	456.994	7.453	255	255	116533.509
20180726101900-7750-R03-C03	158	76473	484.006	7.293	255	255	123421.614
20180726101900-7751-R03-C03	207	97006	468.628	9.251	255	255	119500.145
20180726101900-7752-R03-C03	159	72527	456.145	6.917	255	255	116316.887
20180726101900-7753-R03-C03	172	81571	474.250	7.779	255	255	120933.750
20180726101900-7754-R03-C03	128	61530	480.703	5.868	255	255	122579.297
20180726101900-7755-R03-C03	104	48007	461.606	4.578	255	255	117709.471
20180726101900-7756-R03-C03	131	59333	452.924	5.658	255	255	115495.534
20180726101900-7757-R03-C03	135	59551	441.119	5.679	255	255	112485.222
20180726101900-7758-R03-C03	145	68883	475.055	6.569	255	255	121139.069
20180726172421-4450-R03-C03	170	83993	494.076	8.010	255	255	125989.500
20180726172421-4451-R03-C03	232	109277	471.022	10.421	255	255	120110.496
20180726172421-4452-R03-C03	173	82197	475.127	7.839	255	255	121157.428
20180726172421-4453-R03-C03	173	88969	514.272	8.485	255	255	131139.277
20180726172421-4454-R03-C03	126	57562	456.841	5.490	255	255	116494.524
20180726172421-4455-R03-C03	101	49118	486.317	4.684	255	255	124010.792
20180726172421-4456-R03-C03	131	62374	476.137	5.948	255	255	121415.038
20180726172421-4457-R03-C03	139	64182	461.741	6.121	255	255	117743.957
20180726172421-4458-R03-C03	155	70017	451.723	6.677	255	255	115189.258
20180727120240-14230-R03-C03	203	96071	473.256	9.162	255	255	120680.320
20180727120240-14231-R03-C03	211	101366	480.408	9.667	255	255	122503.934
20180727120240-14232-R03-C03	201	94273	469.020	8.991	255	255	119600.075
20180727120240-14233-R03-C03	217	102935	474.355	9.817	255	255	120960.484
20180727120240-14234-R03-C03	145	64894	447.545	6.189	255	255	114123.931
20180727120240-14235-R03-C03	124	56357	454.492	5.375	255	255	115895.444
20180727120240-14236-R03-C03	142	65802	463.394	6.275	255	255	118165.563
20180727120240-14237-R03-C03	164	71704	437.220	6.838	255	255	111490.976
20180727120240-14238-R03-C03	176	83254	473.034	7.940	255	255	120623.693
20180727171831-4450-R03-C03	209	97404	466.048	9.289	255	255	118842.201
20180727171831-4451-R03-C03	247	112665	456.134	10.745	255	255	116314.069
20180727171831-4452-R03-C03	223	103673	464.901	9.887	255	255	118549.843
20180727171831-4453-R03-C03	222	100648	453.369	9.599	255	255	115609.189
20180727171831-4454-R03-C03	155	67378	434.697	6.426	255	255	110847.677
20180727171831-4455-R03-C03	141	63415	449.752	6.048	255	255	114686.702
20180727171831-4456-R03-C03	167	68947	412.856	6.575	255	255	105278.353
20180727171831-4457-R03-C03	173	76382	441.514	7.284	255	255	112586.185
20180727171831-4458-R03-C03	188	84834	451.245	8.090	255	255	115067.394
20180728163845-16090-R03-C03	263	122163	464.498	11.650	255	255	118447.015
20180728163845-16091-R03-C03	343	151123	440.592	14.412	255	255	112350.918
20180728163845-16092-R03-C03	313	143651	458.949	13.700	255	255	117031.965
20180728163845-16093-R03-C03	294	141194	480.252	13.465	255	255	122464.184
20180728163845-16094-R03-C03	209	97555	466.770	9.304	255	255	119026.435
20180728163845-16095-R03-C03	197	90184	457.787	8.601	255	255	116735.635
20180728163845-16096-R03-C03	202	89064	440.911	8.494	255	255	112432.277
20180728163845-16097-R03-C03	224	95102	424.562	9.070	255	255	108263.438
20180728163845-16098-R03-C03	275	128047	465.625	12.212	255	255	118734.491
20180729130412-1750-R03-C03	328	155189	473.137	14.800	255	255	120649.985
20180729130412-1751-R03-C03	423	187840	444.066	17.914	255	255	113236.879
20180729130412-1752-R03-C03	421	191690	455.321	18.281	255	255	116106.770
20180729130412-1753-R03-C03	351	160925	458.476	15.347	255	255	116911.325
20180729130412-1754-R03-C03	294	136800	465.306	13.046	255	255	118653.061
20180729130412-1755-R03-C03	221	97907	443.018	9.337	255	255	112969.615
20180729130412-1756-R03-C03	273	124175	454.853	11.842	255	255	115987.637
20180729130412-1757-R03-C03	285	122702	430.533	11.702	255	255	109786.000
20180729130412-1758-R03-C03	355	164203	462.544	15.660	255	255	117948.634
20180723105726-5605-R03-C04	79	33511	424.190	3.196	255	255	108168.418
20180723105726-5606-R03-C04	65	30170	464.154	2.877	255	255	118359.231
20180723105726-5607-R03-C04	61	26440	433.443	2.522	255	255	110527.869
20180723105726-5608-R03-C04	55	24890	452.545	2.374	255	255	115399.091
20180723105726-5609-R03-C04	75	33296	443.947	3.175	255	255	113206.400
20180723105726-5610-R03-C04	53	20989	396.019	2.002	255	255	100984.811
20180723105726-5611-R03-C04	73	29898	409.562	2.851	255	255	104438.219
20180723105726-5612-R03-C04	70	33047	472.100	3.152	255	255	120385.500
20180723105726-5613-R03-C04	74	31765	429.257	3.029	255	255	109460.473
20180723164442-325-R03-C04	65	32730	503.538	3.121	255	255	128402.308
20180723164442-326-R03-C04	60	31107	518.450	2.967	255	255	132204.750
20180723164442-327-R03-C04	62	28057	452.532	2.676	255	255	115395.726
20180723164442-328-R03-C04	62	33590	541.774	3.203	255	255	138152.419
20180723164442-329-R03-C04	66	31644	479.455	3.018	255	255	122260.909
20180723164442-330-R03-C04	57	27125	475.877	2.587	255	255	121348.684
20180723164442-331-R03-C04	77	35927	466.584	3.426	255	255	118979.026
20180723164442-332-R03-C04	66	35917	544.197	3.425	255	255	138770.227
20180723164442-333-R03-C04	72	33576	466.333	3.202	255	255	118915.000
20180724110416-5605-R03-C04	119	53256	447.529	5.079	255	255	114120.000
20180724110416-5606-R03-C04	103	46347	449.971	4.420	255	255	114742.573
20180724110416-5607-R03-C04	101	44267	438.287	4.222	255	255	111763.218
20180724110416-5608-R03-C04	122	54998	450.803	5.245	255	255	114954.836
20180724110416-5609-R03-C04	114	47893	420.114	4.567	255	255	107129.079
20180724110416-5610-R03-C04	102	48057	471.147	4.583	255	255	120142.500
20180724110416-5611-R03-C04	114	50044	438.982	4.773	255	255	111940.526
20180724110416-5612-R03-C04	116	53515	461.336	5.104	255	255	117640.733
20180724110416-5613-R03-C04	119	52772	443.462	5.033	255	255	113082.857
20180724164631-11605-R03-C04	124	57124	460.677	5.448	255	255	117472.742
20180724164631-11606-R03-C04	131	59597	454.939	5.684	255	255	116009.427
20180724164631-11607-R03-C04	110	49246	447.691	4.696	255	255	114161.182
20180724164631-11608-R03-C04	142	61005	429.613	5.818	255	255	109551.232
20180724164631-11609-R03-C04	135	58397	432.570	5.569	255	255	110305.444
20180724164631-11610-R03-C04	106	52605	496.274	5.017	255	255	126549.764
20180724164631-11611-R03-C04	130	55599	427.685	5.302	255	255	109059.577
20180724164631-11612-R03-C04	128	57829	451.789	5.515	255	255	115206.211
20180724164631-11613-R03-C04	130	55558	427.369	5.298	255	255	108979.154
20180725091930-1825-R03-C04	179	78903	440.799	7.525	255	255	112403.715
20180725091930-1826-R03-C04	204	91386	447.971	8.715	255	255	114232.500
20180725091930-1827-R03-C04	168	73608	438.143	7.020	255	255	111726.429
20180725091930-1828-R03-C04	181	76431	422.271	7.289	255	255	107679.033
20180725091930-1829-R03-C04	183	77031	420.934	7.346	255	255	107338.279
20180725091930-1830-R03-C04	147	66212	450.422	6.314	255	255	114857.551
20180725091930-1831-R03-C04	208	90882	436.933	8.667	255	255	111417.837
20180725091930-1832-R03-C04	177	79307	448.062	7.563	255	255	114255.847
20180725091930-1833-R03-C04	170	73375	431.618	6.998	255	255	110062.500
20180725161632-11605-R03-C04	186	90240	485.161	8.606	255	255	123716.129
20180725161632-11606-R03-C04	234	107398	458.966	10.242	255	255	117036.282
20180725161632-11607-R03-C04	183	82178	449.060	7.837	255	255	114510.328
20180725161632-11608-R03-C04	207	92921	448.894	8.862	255	255	114467.899
20180725161632-11609-R03-C04	231	101989	441.511	9.726	255	255	112585.260
20180725161632-11610-R03-C04	162	76664	473.235	7.311	255	255	120674.815
20180725161632-11611-R03-C04	228	100185	439.408	9.554	255	255	112049.013
20180725161632-11612-R03-C04	204	93028	456.020	8.872	255	255	116285.000
20180725161632-11613-R03-C04	187	82949	443.578	7.911	255	255	113112.273
20180726091935-1825-R03-C04	251	114761	457.215	10.944	255	255	116589.861
20180726091935-1826-R03-C04	280	123964	442.729	11.822	255	255	112895.786
20180726091935-1827-R03-C04	218	98319	451.005	9.376	255	255	115006.170
20180726091935-1828-R03-C04	238	96866	407.000	9.238	255	255	103785.000
20180726091935-1829-R03-C04	251	113522	452.279	10.826	255	255	115331.116
20180726091935-1830-R03-C04	239	110006	460.276	10.491	255	255	117370.418
20180726091935-1831-R03-C04	253	107971	426.763	10.297	255	255	108824.526
20180726091935-1832-R03-C04	254	114270	449.882	10.898	255	255	114719.882
20180726091935-1833-R03-C04	251	107844	429.657	10.285	255	255	109562.629
20180726101900-7825-R03-C04	239	118642	496.410	11.315	255	255	126584.561
20180726101900-7826-R03-C04	228	102996	451.737	9.822	255	255	115192.895
20180726101900-7827-R03-C04	156	72749	466.340	6.938	254.997	255	118915.000
20180726101900-7828-R03-C04	168	71963	428.351	6.863	255	255	109229.554
20180726101900-7829-R03-C04	215	99049	460.693	9.446	255	255	117476.721
20180726101900-7830-R03-C04	222	104602	471.180	9.976	255	255	120150.946
20180726101900-7831-R03-C04	168	76367	454.565	7.283	255	255	115914.196
20180726101900-7832-R03-C04	218	100751	462.161	9.608	255	255	117850.940
20180726101900-7833-R03-C04	208	95087	457.149	9.068	255	255	116573.005
20180726172421-4525-R03-C04	227	114669	505.150	10.936	255	255	128813.194
20180726172421-4526-R03-C04	245	117782	480.743	11.233	255	255	122589.429
20180726172421-4527-R03-C04	175	80724	461.280	7.698	255	255	117626.400
20180726172421-4528-R03-C04	174	79403	456.339	7.572	255	255	116366.466
20180726172421-4529-R03-C04	212	103711	489.203	9.891	255	255	124746.722
20180726172421-4530-R03-C04	210	104452	497.390	9.961	255	255	126834.571
20180726172421-4531-R03-C04	171	80345	469.854	7.662	255	255	119812.719
20180726172421-4532-R03-C04	195	92886	476.338	8.858	255	255	121466.308
20180726172421-4533-R03-C04	204	92546	453.657	8.826	255	255	115682.500
20180727120240-14305-R03-C04	302	144969	480.030	13.825	255	255	122407.599
20180727120240-14306-R03-C04	274	129062	471.029	12.308	255	255	120112.445
20180727120240-14307-R03-C04	215	95910	446.093	9.147	255	255	113753.721
20180727120240-14308-R03-C04	201	89906	447.294	8.574	255	255	114059.851
20180727120240-14309-R03-C04	285	131839	462.593	12.573	255	255	117961.211
20180727120240-14310-R03-C04	266	120781	454.064	11.519	255	255	115786.297
20180727120240-14311-R03-C04	190	86531	455.426	8.252	255	255	116133.711
20180727120240-14312-R03-C04	236	110035	466.250	10.494	255	255	118893.750
20180727120240-14313-R03-C04	262	113519	433.279	10.826	255	255	110486.050
20180727171831-4525-R03-C04	345	164811	477.713	15.718	255	255	121816.826
20180727171831-4526-R03-C04	311	148265	476.736	14.140	255	255	121567.765
20180727171831-4527-R03-C04	231	105233	455.554	10.036	255	255	116166.299
20180727171831-4528-R03-C04	244	105770	433.484	10.087	255	255	110538.320
20180727171831-4529-R03-C04	315	142558	452.565	13.595	255	255	115404.095
20180727171831-4530-R03-C04	304	140363	461.720	13.386	255	255	117738.701
20180727171831-4531-R03-C04	202	93833	464.520	8.949	255	255	118452.550
20180727171831-4532-R03-C04	272	117873	433.357	11.241	255	255	110505.938
20180727171831-4533-R03-C04	289	128486	444.588	12.253	255	255	113370.000
20180728163845-16165-R03-C04	490	233683	476.904	22.286	254.999	255	121610.020
20180728163845-16166-R03-C04	484	230350	475.930	21.968	255	255	121362.087
20180728163845-16167-R03-C04	326	149107	457.383	14.220	255	255	116632.776
20180728163845-16168-R03-C04	386	166580	431.554	15.886	255	255	110046.373
20180728163845-16169-R03-C04	467	209837	449.330	20.012	255	255	114579.090
20180728163845-16170-R03-C04	444	207710	467.815	19.809	255	255	119292.905
20180728163845-16171-R03-C04	368	162813	442.427	15.527	255	255	112818.791
20180728163845-16172-R03-C04	431	193562	449.100	18.460	255	255	114520.441
20180728163845-16173-R03-C04	472	202595	429.227	19.321	255	255	109452.807
20180729130412-1825-R03-C04	646	300091	464.537	28.619	255	255	118456.974
20180729130412-1826-R03-C04	627	280445	447.281	26.745	255	255	114056.579
20180729130412-1827-R03-C04	475	207442	436.720	19.783	255	255	111363.600
20180729130412-1828-R03-C04	479	209564	437.503	19.986	255	255	111563.299
20180729130412-1829-R03-C04	629	274288	436.070	26.158	255	255	111197.838
20180729130412-1830-R03-C04	611	265573	434.653	25.327	255	255	110836.522
20180729130412-1831-R03-C04	550	235733	428.605	22.481	255	255	109294.391
20180729130412-1832-R03-C04	574	252389	439.702	24.070	255	255	112124.033
20180729130412-1833-R03-C04	594	263869	444.224	25.165	255	255	113277.096
20180723105726-5830-R03-C05	71	35069	493.930	3.344	255	255	125952.042
20180723105726-5831-R03-C05	63	33093	525.286	3.156	255	255	133947.857
20180723105726-5832-R03-C05	36	21252	590.333	2.027	255	255	150535.000
20180723105726-5833-R03-C05	50	27658	553.160	2.638	255	255	141055.800
20180723105726-5834-R03-C05	30	16079	535.967	1.533	255	255	136671.500
20180723105726-5835-R03-C05	54	28309	524.241	2.700	255	255	133681.389
20180723105726-5836-R03-C05	51	27398	537.216	2.613	255	255	136990.000
